backdrop_path,id,original_language,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,ALG,WATCHED
/9hhRzLzP1enjENXiGJocAHyWFmS.jpg,869399,es,"Four people traveling in a van run over a lone woman while she is walking in the dark down a country road. After loading her into the vehicle to take her to the nearest hospital, they notice that she is behaving rather strangely. The occupants of the van soon realise that the time has come to fight for their lives, and together they agree on one very simple rule: ""do not sit next to her.""",404.981,/6bYCDIYqT3GpE6ICnMP6HvUlJMT.jpg,03/06/2022,The Passenger,FALSE,6.5,22,650%,
/pkLegAR3G5T63B2Xz2ijbD1BAm8.jpg,927341,en,"Billionaire sportsman Buddy King unwinds by hunting human captives on his remote mountain estate. But his latest victim, Ava Bravo, is no easy target.",1036.819,/etc6HKBEhNySNnYU2nRgbSeIyoW.jpg,01/04/2022,Hunting Ava Bravo,FALSE,6.4,41,640%,
/sqdsuvy8X6Maila4IAc7deMtPAA.jpg,819876,en,"Humans adapt to a synthetic environment, with new transformations and mutations. With his partner Caprice, Saul Tenser, celebrity performance artist, publicly showcases the metamorphosis of his organs in avant-garde performances.",38.842,/nWyoiaHAcPouRKKGgZa32p6Txkb.jpg,02/06/2022,Crimes of the Future,FALSE,6.4,377,640%,
/utUVo1wt3i4OdrQQS3I9QeegYsM.jpg,780609,en,"In the aftermath of a personal tragedy, Harper retreats alone to the beautiful English countryside, hoping to find a place to heal. But someone — or something — from the surrounding woods appears to be stalking her, and what begins as simmering dread becomes a fully-formed nightmare, inhabited by her darkest memories and fears.",43.832,/jo1Kv3P3UgDVk7JnUFr2Cl8WWUM.jpg,20/05/2022,Men,FALSE,6.4,295,640%,Y
/ppNyhrKHCeEgASliV4QN03bp6QR.jpg,895744,en,"Legendary rock band Foo Fighters move into an Encino mansion steeped in grisly rock and roll history to record their much anticipated 10th album. Once in the house, Dave Grohl finds himself grappling with supernatural forces that threaten both the completion of the album and the lives of the band.",510.764,/zD2XyaV6eGEEgEzVnjg0hQVR5yz.jpg,24/02/2022,Studio 666,FALSE,6.4,95,640%,Y
/up8mHTvnn92bqcq3paWbFdWWXXz.jpg,939914,en,"After a breakup, Wes ends up at a remote rest stop. He finds himself locked inside the bathroom with a mysterious figure speaking from an adjacent stall. Soon Wes realizes he is involved in a situation more terrible than he could imagine.",13.442,/gttZLC3yhLFx1EnfjEUaDb2YAwl.jpg,21/07/2022,Glorious,FALSE,6.4,32,640%,
/dFCtmk760k1j6G0sSPrZMnMuNuL.jpg,960258,en,"A group of friends enjoying a weekend steal a couple of jetskis racing them out to sea, ending up in a horrific head-on collision. They struggle to find a way home with a badly injured friend while from the waters below predators lurk.",395.675,/mVVU9zC8snNHlcqYONY2HOsh9ob.jpg,13/05/2022,Shark Bait,FALSE,6.3,130,630%,
/8TUb2U9GN3PonbXAQ1FBcJ4XeXu.jpg,760741,en,"A recently widowed man and his two teenage daughters travel to a game reserve in South Africa. However, their journey of healing soon turns into a fight for survival when a bloodthirsty lion starts to stalk them.",544.227,/xIGr7UHsKf0URWmyyd5qFMAq4d8.jpg,11/08/2022,Beast,FALSE,6.3,85,630%,
/t6Fs0EOFIxzEGHZLHxJ3v7K4JRB.jpg,852830,en,"A promising up-and-coming country duo seek out the secluded mansion of their idol Harper Dutch, a former country music star and Nashville royalty turned recluse. What starts out as a friendly visit devolves into a twisted series of horrors forcing the friends to confront the lengths they will go to in pursuit of their dreams.",11.728,/w8dSAuMHUgx0lYSB6wAAURStcGM.jpg,20/05/2022,Torn Hearts,FALSE,6.3,33,630%,Y
/8wOxfCWOJglfuYTiXuF1FAP5tjr.jpg,821489,en,"Genuine but increasingly insecure Pete is cautiously excited about reuniting with his college crew for a birthday weekend of memories, partying and earnest reconnection at a picturesque English manor. Best laid plans, dear audience.",5.384,/cBFdnp7T4tGTwaLI32CmiLGxarV.jpg,11/03/2022,All My Friends Hate Me,FALSE,6.3,24,630%,
/tNsT0gtiYOb9qx0xFqvQwKqVvHq.jpg,807356,en,"As a serial killer stalks the city, Julia — a young actress who just moved to town with her husband — notices a mysterious stranger watching her from across the street.",22.211,/dXCjoI3jdtBrwPHgVsyNLkl8Rvs.jpg,03/06/2022,Watcher,FALSE,6.2,117,620%,Y
/3mvV2BXwZnQdUuvGECaHoUjxB3d.jpg,730167,en,"After her sister's murder, Nic, her younger sister and two friends seek solace through a Pacific island kayaking adventure. Hours into the trip the women are stalked by a shark and must band together, face their fears and save each other.",20.172,/xwzbih0T2aungMzfASUpeGSODrU.jpg,14/07/2022,The Reef: Stalked,FALSE,6.2,80,620%,
/99CeVSYiZcdqmVXi4S9U4tLuwg8.jpg,830788,en,"After the death of her mother, Evie is approached by an unknown cousin who invites her to a lavish wedding in the English countryside. Soon, she realizes a gothic conspiracy is afoot and must fight for survival as she uncovers twisted secrets in her family’s history.",93.706,/jcTq6gIskCsHlKDvCKKouEfiU66.jpg,24/08/2022,The Invitation,FALSE,6.2,30,620%,
/2ZvAbtvBsE0q0ApFY4PXFPNB9o5.jpg,912391,en,"On June 30th, 2018, Officer David Serling went missing inside an undisclosed abandoned hospital. Using his recovered body cam footage, his wife attempts to piece together what happened to him on that horrible night.",4.728,/gXdu0JG4s1yjQg8XC0CTGMWXQWy.jpg,14/01/2022,Last Radio Call,FALSE,6.2,22,620%,
/cE32JiJ8HRfzcMuzQILo0XC2Z4k.jpg,660327,fr,"""Drinking, dancing and... killing me. It's the new life my neighbour Jose has decided to live. What better way to escape boredom than coming to kill me every thursday? His wife, Lucie, prefers to go to a shrink. To each their own therapy.",4.033,/eDv5g9PH91PM5L50D5MbIic1TSg.jpg,08/06/2022,15 Ways to Kill Your Neighbour,FALSE,6.2,12,620%,
/591Cjf3DWGAcJbQYdHmRS7fHH3z.jpg,811656,en,"Laura, traumatized by an abusive relationship, runs away from her former husband with her seven-year-old son Cody. But in their new, idyllic and remote sanctuary, they find they have another, bigger and more terrifying monster to deal with…",26.849,/ec3aX4DyjepEhPkpIUukaBxKpN3.jpg,13/05/2022,Monstrous,FALSE,6.1,77,610%,Y
/5DCIRgOrCTayoCGggVn1kyqs1Vh.jpg,945657,en,"After a mammoth cruise ship sails over the site of the Titanic’s disaster, dark and deadly events start to occur on board. As the ship’s captain investigates the tragic occurrences, it becomes clear that the passengers and crew from the original Titanic have returned.",607.099,/EX0ITg5YqDgFHjujpTNhEPaJSL.jpg,15/04/2022,Titanic 666,FALSE,6.1,69,610%,
/gMjDk5oam8qheEKbrt0quh59CKN.jpg,771536,en,In a North Dublin housing estate Char's mother goes missing. When she returns Char is determined to uncover the truth of her disappearance and unearth the dark secrets of her family.,6.618,/sUw081I0k5JWL6NpTaDRjMpLKwr.jpg,04/03/2022,You Are Not My Mother,FALSE,6.1,36,610%,
/tzNx4y7kYf1Xw3F3T6QxrE7PPwb.jpg,825808,en,"When blind former skier Sophie cat-sits in a secluded mansion, three thieves invade for the hidden safe. Sophie's only defense is army veteran Kelly, who she meets on the See For Me app. Kelly helps Sophie defend herself against the invaders and survive.",400.688,/qk1ZERG6yhwAJqTobmDgw8jRL2C.jpg,07/01/2022,See for Me,FALSE,6.1,101,610%,Y
/bIFrsAcqkLUUxaaiqqpFexYPeCh.jpg,532710,en,"For more than a decade, parents Andy and Vicky have been on the run, desperate to hide their daughter Charlie from a shadowy federal agency that wants to harness her unprecedented gift for creating fire into a weapon of mass destruction. Andy has taught Charlie how to defuse her power, which is triggered by anger or pain. But as Charlie turns 11, the fire becomes harder and harder to control. After an incident reveals the family's location, a mysterious operative is deployed to hunt down the family and seize Charlie once and for all. Charlie has other plans.",35.235,/7CGKjQLsmVcpd46MjhRHI5w54hV.jpg,12/05/2022,Firestarter,FALSE,6,338,600%,
/egS5SHI4Ppwmb65lUjqsy79ASnN.jpg,756681,es,A group of spanish tourists in Venice finds themselves fighting for their lives against locals that are not too keen on foreigners.,370.864,/luMC56bwZqaECYRz6X7sXjqN6nd.jpg,22/04/2022,Veneciafrenia,FALSE,6,115,600%,
/qQWR4f765vp8uRKaY39R8W47wLX.jpg,888257,en,"In 1866, a young doctor is summoned by his uncle to a remote town in the Ozarks only to discover upon his arrival that the utopian paradise is not all that it seems to be.",3.173,/7a2G4a4A6nDb8K1PVFUcsOT1u3s.jpg,04/02/2022,Ghosts of the Ozarks,FALSE,6,12,600%,
/jNFHtD1vSPxLc2kdoNGIUuuu015.jpg,891931,en,A cult is about to waken H.P. Lovecraft's most feared creature.,7.157,/8R7LbNCvDMFq3dCGaVbH6tPHd69.jpg,29/01/2022,Monster Portal,FALSE,5.9,75,590%,
/AcStyrENNAzGB7hkCPe1YWgFgWM.jpg,477462,fi,"Every parent's worst nightmare is just the beginning for Rachel's ordeal as in the aftermath of a tragic accident, she and her husband Anthony decide to move to the other side of the world to focus on their surviving twin son Elliot.  What begins as a time of healing and isolation in the Finnish countryside turns into a desperate battle for the very soul of their son as an entity claiming to be his dead twin brother takes over Elliot — setting Rachel on a diabolical journey to unravel the horrible truth about her twin son.",22.899,/w22qYgMdEzvZ4tZd1n8q87uKE15.jpg,06/04/2022,The Twin,FALSE,5.9,67,590%,
/7TMmstyyot1rxOUqXaCY4Rwy8YO.jpg,860135,en,"Sara wakes from a coma to a life she doesn't remember; a fragile, slippery reality that spirals into a nightmare where nothing is as it seems.",5.328,/exjf5UDJTrOHALugoBAxFUfEPwe.jpg,14/01/2022,The Free Fall,FALSE,5.9,14,590%,
/An1nKjXahrChfEbZ3MAE8fsiut1.jpg,661791,es,"A Paris model must return to Madrid where her grandmother, who raised her, has had a stroke. But spending just a few days with this relative turns into an unexpected nightmare.",462.585,/eIUixNvox4U4foL5Z9KbN9HXYSM.jpg,28/01/2022,The Grandmother,FALSE,5.8,249,580%,
/7WcwKFjhHjMobnlsfFUIpj3b4F7.jpg,855433,ca,,134.104,/bsT3usCK8nTFa6MMiysx2A6gTZX.jpg,11/03/2022,Escape Room: La Película,FALSE,5.8,14,580%,
/aZ8365UJquswZof2R6LQAoAU04k.jpg,638985,id,"Six students were terrorized by a mysterious dancer while running a community service program in a remote village. Apparently, one of them violates the most fatal rule in the village.",11.023,/63InZxeGgfNQCoWkImR14fB99AY.jpg,30/04/2022,"KKN, Curse Of The Dancing Village",FALSE,5.8,11,580%,
/xHRabofjmMGoIV3mb6xgy4nwOcS.jpg,801071,en,"When a vintage Jack-in-the-box is opened by a dying woman, she enters into a deal with the demon within that would see her illness cured in return for helping it claim six innocent victims.",627.888,/3Ib8vlWTrAKRrTWUrTrZPOMW4jp.jpg,24/02/2022,The Jack in the Box: Awakening,FALSE,5.7,75,570%,
/oKs1Y4OryymBMdIPI26Vtw2RlLr.jpg,796256,en,"Upon receiving a mysterious letter that her mother's grave has been vandalized, Marie travels to the desolate island town where she's buried. Just as she arrives, the island closes for the season, leaving Marie trapped in a nightmare.",5.53,/zlX4WdEMzVomRukPjVQx6U9jtBS.jpg,11/03/2022,Offseason,FALSE,5.7,31,570%,
/fBMolTuehlLs8xvFObi4ofN237Y.jpg,776501,en,"Reality and fantasy begin to blur when a teenager, alone in her attic bedroom, immerses herself in a role-playing horror game online.",5.985,/jnXtBLW9VTZqdh2CZslM2hLIhfB.jpg,15/04/2022,We’re All Going to the World’s Fair,FALSE,5.7,28,570%,
/or5e8vxfd9Nc0rrLHKjD3YFhhmg.jpg,959558,nl,"Betriek lives at the edge of a peat bog in the North of the Netherlands. When she and her family are attacked by a random stranger one night, Betriek sets out to find an explanation. The more she digs, the more she becomes convinced that she is being hunted by something ancient.",15.636,/3jVzYOnylmvo7ZnGerjfoRj2wFz.jpg,19/05/2022,Moloch,FALSE,5.7,14,570%,
,887309,en,THE RUNNER follows a strange woman as she travels to a small town where her violent compulsions are slowly revealed.,2.257,/o9G3OmpOdmkXK0uuWCPrEREEUvn.jpg,21/01/2022,The Runner,FALSE,5.7,12,570%,
/8DHvtmF15wGwkMOW3nqZmpEzEaq.jpg,751237,en,"Amanda and her daughter live a quiet life on an American farm, but when the remains of her estranged mother arrive from Korea, Amanda becomes haunted by the fear of turning into her own mother.",119.76,/moLnqJmZ00i2opS0bzCVcaGC0iI.jpg,18/03/2022,Umma,FALSE,5.6,135,560%,Y
/odzicYxlSOKTtLIO3PJvPsBmXS7.jpg,925705,en,A devoted couple's quiet weekend takes a bizarre turn when a nightmarish cult and their maniacal leader come to fulfill an apocalyptic prophesy.,9.012,/iLHGciBl5kwUVJCUj8xKtDqkP7V.jpg,04/02/2022,The Long Night,FALSE,5.6,38,560%,
